Event_ID,Exact_Date,Master_Location,Primary_Figure,Subject_Action,Summary_Text,Details_Evidence,Artifact_Refs,Social_Weight
E1912_007,1912.06.26,廣州,黄節,聘任,4月，與宣哲發起以“保存國粹，發明藝術，啟人愛國之心”為宗旨的藝術團體貞社，租賃四明銀行二樓為會址，自任社長，約期聚會。自6月26日第一次聚會開始，一直堅持到二十年代前，是民初重要的學藝社團之一。,拙文《黄賓虹十事考·貞社時代》：“創立於1912年之春的貞社，是一個旨在‘保存國粹，發明藝術，啟人愛國之心’的藝術研究團體，是黄賓虹糾集同志弘揚民族藝術的第一次嘗試。貞社之名，取‘抱守堅固，行久遠名’之義，是一個兼容性很强的藝術團體，研究範圍包括古銅玉器、書籍版本、書畫卷册、詩文題跋、譜錄拓本、收藏著錄、古今工藝，以及歐亞翻譯有關考古之作，幾乎涵蓋中國藝術領域的所有的角落。這種一攬子將藝術——除了向爲人所鍾情的金石書畫之外，居然將素不為士大夫所重的民間工藝品也包括在内——列爲研究對象的定位（令人聯想起鄧實此際正在編纂印行的《美術叢書》的特色）在當年有着特定的歷史語境。有清末造，尤其庚子之變，八國聯軍侵佔北京，進行了野蠻的劫掠，使深宫内府所藏的宋元真蹟以及大批稀世珍寶流落海外。這批中華瑰寶陳列於巴黎、倫敦各博物館中，供人賞覽；作品的藝術魅力震驚了西方。於是，一些西方探險家與發了中國國難財的洋人紛紛挾巨資而來，瘋狂地大肆搜羅，車載船運，輸往域外。敦煌秘藏文物的發現與遭劫，極大地激發了那些洋人的貪欲。眼睁睁看着無數國寶流失，一些有識之士痛心疾首，大聲疾呼。他們印行畫册，如國學保存會的鄧實定期印行《神州國光集》，有正書局的荻葆賢定期印行《中國名畫集》，意在唤起國人的民族意識。但是，這種努力没有取得預期的效果：清末民初持續的社會動蕩加劇了破落的富豪之家庋藏文物的散出，這些散出的瑰寶大多流入出得起高價的洋人之手。這就是貞社成立前情勢的一方面。另一方面，當時中國藝術界幾乎是被社會遺忘的角落。藝術界内部也令人憂慮。崛起於滿清中後期的‘海上畫派’雖然還如日中天，其藝術社團之一海上題襟館書畫會並没有承擔起研究藝術弘揚藝術的重任，長期聚集在那裏的畫家大多滿足於鬻畫與骨董交易，對重整疲苶的畫壇並無太大的興趣。與這種冷淡與蕭索恰成反照的是，地球的另一端的西方藝壇業已完成了從古典到現代的轉變，當時的歐洲大陸幾乎成了現代藝術的試驗場。（羅伯特·休斯《新藝術的震撼》）西方美術隨着西學東漸的大勢闖入我們脚下這塊古老的大地，一開始便以絢爛的色彩、逼真的造型震撼着眼界狹窄、信息閉塞的國人。尤其對追求新奇的青年人來説，具有莫大的吸引力。打開當年的報紙，隨時可以看到‘畫室’‘畫院’五花八門的招生廣告，莫不是以教授西畫爲主業，中國畫退居為‘毛筆畫’，不過聊備一格而已。中國民族藝術連同她的地位被視爲背時的東西，倍受冷遇。古物的流失，畫家的麻木，國人的冷漠，本土藝術一任冷風凄雨的吹打，在在都緊揪着黄賓虹的心。這種揪心的刺痛，驅使囊中並不富有的他，毅然自掏腰包，租賃下上海四明銀行的一角，發起成立貞社，登報徵集同志，共同擔起保存國粹、振興藝術的重任。與貞社同時創立的文美會也是民國初年有名的藝術社團。它是由1912年4月創刊的南社機關報《太平洋報》的廣告美術部負責人李叔同（弘一法師）和柳亞子等人發起的。但是，文美會存在的時間不長，數月後就併入南社同人創建的國學商兌會，隨着《太平洋報》停刊，成員星散而告終。……文美會如曇花一現，以黄賓虹為核心的貞社却維持了十個年頭之久。關於貞社的創立，黄賓虹在給吳載和（字仲坰）的信中交待得較爲具體：‘鄙人宣統間到滬時由《國粹學報》社任《神州》、《時報》各社編輯，愚公（按：即宣哲）由北亦來滬，於四明銀行二樓，與鄙人創辦一貞社，約龐芝閣、王捍鄭、鄒景叔諸收藏家，訂期叙晤，各出金石書畫精品。繼印《藝觀》雜志，旋以國會有廢讀經與中國文字之舉，友輩星散。如陳昔凡（庶）即（陳）獨秀之繼父，收藏金石書畫，北平有崇古齋古玩鋪今尚存。當時昔凡翁携其學徒蕭謙中（按：即畫家蕭），僅廿餘歲來...,黄賓虹十事考·貞社時代 / 美術叢書 / 神州國光集 / 中國名畫集 / 新藝術的震撼 / 太平洋報 / 太平洋報 / 國粹學報 / 神州 / 時報 / 藝觀 / 太平洋報 / 小啟 / 貞社徵集同人小啟 / 神州日報 / 貞社簡章 / 先唐圜錢傳信錄後序 / 神州日報 / 震旦日報 / 震旦日報 / 真相畫報 / 真相報 / 神州日報 / 清湘書畫草稿 / 神州日報 / 貞社題名 / 申報 / 國是報 / 貞社題名 / 觀堂集林 / 時事畫報 / 貞社同人印課序 / 貞社題名,10
E1912_008,1912.06.26,廣州,,活动,陽曆六月二十六日,姓氏  住址  收藏品 程雲岑君  法界嵩山路七十九號 宣古愚  海寧路福壽里四十五號 毛子堅 江曉樓 馮超然  來賓 費劍石  來賓 陳綏伯  來賓 汪樂川  來賓 管坪孫 龐芝閣  鐵馬路橋圖南里弄底 鄒適廬 黄少牧  黟縣 王怒安 潘老蘭  番禺 王捍鄭  恒慶里一千○四十號 龍伯純  廣西桂林 郭聞庭  山東濰縣東門內道南合大昌 陶小柳  蔓盤里鑫益里四百九十號 趙叔孺  浙江鄞縣  寓虹口東西華路廿八號 吳倉石 李曉墩  白克路登賢里四百五十八號第一家 佐伯有信  文監師路望德里二百三十六號 正木小三郎  海寧路廣東花園 松田□吉   □善里左手第二灣 雷陶民  麥家圈惠中旅館卅九號 方寶銓（少純）  法界吉祥街同和漆店 劉啟文（蔚堂）  法界打鐵濱潤德南里底  家嵊□ 孫曜聲  方阪橋南京口公所間壁敦潤里一衖六號 馬玉如  北順徵里十號  協德土棧  廣東路東棋盤街十一號 許君初字念祖號如相 吳石潛  老閘橋北歸仁里五衖 陳淦泉  九江運昌綢緞洋貨□莊經理申莊 新安唐西門  城內金字牌樓如意里二百八十三號 楊千里  長沙湘蘋□運局  上海西門寧康里二弄末家 潘琅圃  東京青山北町三六八中國南畫會 唐□南  北京崇文门外第三号庆昌茶栈 黄秉衡  长林孝丰  六金之子 汪锦雲  双溪源记油坊 聶松濤  書賈  南京貢院西街天祿山房  又上海二馬路大星街廿九號泳記書社 沈璲（馥巖） 浙嘉興  法大馬路北朱家橋二百○六號王宅 湯磷  平湖西門恒順布莊轉 汪文昇  西門外唐家灣萬順染坊 王杏春  紫來街大順公  江西路五十號 李□恩（惠季） 老北門內程新明同樂園路文彬 陳震川（廂珍） □□東石塘門面一百七十四號 俞語霜  法界殺牛公司後祥寄里底 陳瀏（亮伯 ） 南京浦口人  住上海梅福里  著《陶雅》，前清總理衙門章京，官席□運司，（字序不清）《寂園志》《瓷雅》  又黄公度日本圖經中稍及漆器 圓山惇一  大阪市東區今橋四丁曰心齋橋 （一行不明） 馮善同  虹口兆豐路橋，不過路橋堍轉彎即拐角上廿五號洋房馮時中醫寓 汪瘦岑  西門外小菜場寧康里五十五號  西馬立師小菜場後  孟納拉路 蔡世松  官陝西道  藏漢印數百紐□□  庚申以前住南京城北大石橋，被亂，焚燬幾盡 栖鳳  松年  東洋日本畫家 沈汝漢言朱竹石以貪酷吏竟欲迎合端陶齋，非真能為其世父刻此 三井氏聽冰閣 河井仙郎  東京麯町區富士見町一之廿九 李遇孙金石学录  新安先集曾刊□柳诗一卷 丙午朱榛將（侍郎公）審定積古齋鐘鼎款識稿本付諸石印  浭陽見石印，謂為曩在市肆獲敬吾心室識篆圖，逾年始得假歸，商周秦漢四代之器，凡三百六十有四，以類相次，盤鐘洗鼎敦簋□甑盉匜壺彝鱓□卣為類者十六，漢器別□鼎鐘及鬲為類，詮釋之文不逮款識□□□□ □樂橋  同濟典當轉唐禮翁 提籃橋一○○七號 又威賽路永和里十一號半謝无量 又隆慶里七○八十一號黄鳳□ 南市新碼頭交通部上海電話局陶鶴雲 華興坊一弄底海鹽張寓李叔同 杭州甲種工業學校費劍石 唐家衖福安里童心盦 紫來街巡捕房大順公一三李壽 永利局十六鋪大達里神户中國使館 但澹明  愛爾近路東榮慶里廿八號 金山松隱鎮  陳道遺 林□臣  福州城內慶□里隆興細木店後   天津日界瀘莊大街大吉山莊 王杏春   天津日界花園傍劉公館 蔡哲夫   廣東小東門內水關橋河邊廿二號 □漱巖   浙江將軍行署編纂處 許蘭馳   安徽運□益泰號 大冶     法界寶昌路仁和里口裕泰祥酒店轉 李華□   法界寶昌路石牌樓對過吳興里卅九號 沈泊忱   北四川路宜祿里三樂里一百十七號  二衖第...,陶雅 / 寂園志 / 瓷雅,7
E1912_009,1912.春,廣州,黄節,書信,春，高劍父、奇峰來滬創辦以“監督共和政治，調查民生狀態，獎進社會主義，輸入世界智識”為宗旨的革命刊物《真相畫報》，邀為襄辦，為撰《真相畫報叙》，著文繪圖，並為之徵集古代金石書畫作品。,拙文《黄賓虹十事考·〈真相畫報〉之緣》：“1912年這個中華民國呱呱墮地、封建皇朝倉卒出局的年頭，我們屢屢見到黄賓虹頎長瘦削的身影出没於紛紛攘攘瞬息萬變的事件中。襄辦《真相畫報》，並因而與嶺南三傑尤其是三傑之首的高劍父結交，就在這個時候。他們藝術取向的迥異，及與此糾結在一團的私人情誼，竟然穿越近半個世紀的畫壇風雲變幻而不渝的故事是發人深思的。《真相畫報》是一著名的美術刊物，由廣東番禺人高劍父、冠天、奇峰、劍僧四兄弟來滬創辦的。時在多事的春夏之交。孫中山辭去履任不久的臨時大總統職，由素以權術善變而包藏禍心之稱的袁世凱取而代之。中國政局陷入空前險惡的境地。不祥的烏雲爬上了地平綫。就在這當口，視藝術為生命、富貴為糞土的高氏兄弟來到這塊陌生而富於文化含量的土地。在辛亥革命中，他們兄弟都站在風口浪尖。高劍父是廣東同盟會會長。黄花崗之役，任支隊長，事敗倖脫，與死神擦身而過。又任‘中國暗殺團’團長，刺殺清廷要員。兄弟高奇峰亦不甘落兄後，其膽與識，異於常人，同志咸服。總之，他們都有‘出没槍林彈中、舉鼎革戰場’的革命經歷。創辦者獨特的經歷，政局動蕩不定的時刻，兩者都注定了這份畫報必然是以藝術鼓吹革命的刊物。這種政治傾向鮮明地體現在《〈真相畫報〉出世之緣起》中。這篇緣起刊於創刊號。然而創刊之前的5月13日，黄賓虹主筆政的《神州日報》率先登載出這篇宣言式的文章：‘戰事告終，南北統一，民國成立，共和伊始，吾華之父老昆弟，拭目以觀自由平權之郅治者，斯其時矣。然時局變幻，不可端倪。惟事物無突然發生之理由，雖變態百出，必有所根據在焉。變遷之原因有三：一曰社會生活之狀態，二曰國民模仿之心理，三曰歷史遺傳之習慣。知斯三者，則將來之時局為何如之時局，匪第可以討論其是非得失，且可以匡之使正，而國利民福賴焉。夫不知吾民國已往之歷史者，不足以知我國現代之狀態，更不足知我民國將來之結果。本報有鑒於此，特集合躬親患難、組織民國之知己，相與討論民國之真相，緬懷既往，洞察現在，默測將來，以美術文學之精神，為中華民國之前景，分類製圖，按圖作說，旨趣所在，略述如左：一、本報以監督共和政治，調查民生狀態，獎進社會主義，輸入世界智識為宗旨；二、本報全册以文學圖畫構成，或莊或諧，或圖或說，社會狀態，時局變遷，無微不顯，無幽不著，為我國空前之雜志；三、本報執筆人皆民國成立曾與組織之人，今以秘密黨之資格，轉而秉在野黨之筆政，故所批評，用皆中肯；四、本報每10日出一册，每册萬餘言，圖畫豐富，材料優美，為美術界不可多得之偉作；五、本報為民國之真相，實為中華民國國民不可不讀之惟一雜志；六、本報准五月内出版。’‘以秘密黨之資格，轉而秉在野黨之筆政’，黄賓虹無疑是以這種身份為高氏兄弟所接納。黄氏不少摯友，如汪鞠友、陳去病、劉三等都是同盟會骨幹，而以爲黄氏也是同盟會會員的説法和推斷並没有得到史實文獻的支持和證實。他參加南社的身份是國學保存會會員。但他數年前以革命黨被告發而亡命的經歷，以及甘冒危險參與南社第一次雅集，為同盟會重要喉舌《民立報》創刊撰辭祝賀，所交往者大多是具有民族革命思想的志士，在在都足以為高氏引為同志而無愧了。‘准五月内出版’的畫報正式問世已是陽曆7月，也許撰於‘6月1日’的廣督胡漢民的《發刊祝詞》姗姗來遲是出版展期的惟一緣由。社址設在四馬路（今福州路）惠福里。也許不是巧合，惠福里正是黄氏常出常進的一條弄堂，神州國光社就設在那裏。編輯兼發行人是高蓊（字奇峰），封面也是他畫的。除了上述胡氏的《發刊祝詞》外，創刊號上還有《天鐸報》總主筆李懷霜的序、謝英伯的《發刊詞》，作品大半出於廣東人之手。以筆名‘頎厂’所寫的...,真相畫報 / 真相畫報叙 / 黄賓虹十事考·〈真相畫報〉之緣 / 真相畫報 / 真相畫報 / 〈真相畫報〉出世之緣起 / 神州日報 / 民立報 / 發刊祝詞 / 發刊祝詞 / 天鐸報 / 發刊詞 / 〈真相畫報〉叙 / 竹西芳徑 / 神州日報 / 太平洋報·文藝消息 / 真相畫報 / 文藝消息 / 真相畫報 / 安徽白話報 / 神州日報 / 秋夜 / 馬（碼）頭夜泊 / 真相畫報 / 大人有夢 / 革命與共和 / 上古三代圖畫之本原 / 新畫法 / 貞社時代 / 美術叢書 / 神州國光集 / 濱虹論畫 / 真相畫報 / 真相畫報 / 真相畫報 / 新畫法 / 序 / 新畫訓 / 改良國畫問題之檢討 / 真相畫報 / 華南新業特刊 / 中國畫學談——時習趨向之近因 / 七十二行商報 / 華南新業特刊 / 藝觀,7
E1912_010,1912.05,廣州,,活动,5月，為高燮治印。,高燮《贈黄濱虹擬請治印》：“人生何者足可耻，窮年讀書不識字。邕、冰已遠書契湮，舊籍往往混真偽。是誰博考鑒別精，字體源流知所自。因之上溯秦漢遥，典墳邱索得窮治。擇古既厚方奏刀，刻劃一一具深思。至誠凝固腠理微，承蜩解牛本一致。黄子静者我所師，鄭虔三絶人共知。圖成《寒隱》昔見贈，明窗相對若為移。旁及摹印尤入妙，扁篆刻蟠神螭。抱殘守缺不求賞，落落獨挹孤芳姿。徘徊撫鑒有餘味，古清鬱結念在茲。或言玩物足喪志，腐儒見解真堪嗤。我亦粗知事書史，故紙堆中悶欲死。望古沈沈浩劫灰，捜殘蠹簡皆無是。聿稽文字創造初，差見微言與奥旨。可知古義一綫傳，金石之中有鴻秘。遺聞萬古藴不宣，寥落封四千祀。當世能人識字人，眼中我見濱虹子。吁嗟俗學何其多，數典忘祖聖所呵。原本訓詁不可磨，妄云大義非由他。乃以空言相操戈，儒林道學遂分科。以謬襲謬訛傳訛，倉、斯地下應滂沱。我持此論良非苛，安得豪傑挽頹波。一反陋習無偏頗，願携頑石煩切磋，行當一日三摩娑。” 按：《神州日報》、《太平洋報》均載有此詩。...,贈黄濱虹擬請治印 / 寒隱 / 神州日報 / 太平洋報,7
E1912_011,1912.05.14,廣州,,活动,5月14日，南社邀集社會各團體在扆虹園商議國民捐辦法，撰時評以援之。,《扆虹園之國民捐會》：“昨（五月十四日）南社同人邀同各團體，復在扆虹園商議國民捐辦法。先由朱少屏君報告開會宗旨，並述南社發起是會之意，大略云：南社向不涉外事，現因借款事危急，雖有倡言國民捐者，而無發起之人，故南社首為發起。蓋國民捐一事，雖有熱心之人，苟無辦法，則事事爲難，如何收入，如何繳付，皆當研究。故本社於初十日在旅泰邀同社員集議發起事由，議决以發起監督為責任，特通告各團（體）今日在此商議。當推杜君亞泉為主席，衆贊成。杜亞泉登臺演説，謂今日從紹興同鄉會來，敝會於國民捐一事，亦極熱心，今聞各團體在此研究辦法，特來請教。但國家財用究云多少，無確實之預算報告，據唐總理、熊總長二人報告之數，又多不符唐總理報告二萬（萬）一千萬，熊總長報告二萬（萬）六千萬，相差至五千萬。又據唐總理報告軍備費八千萬，而熊總長則言三千萬，相差之數，或即在此。照鄙見，今年收入大概要少四千萬，即裁去釐金之虧損，又有軍備需用三千萬，約共七千萬，自當借債。但現在外債却不能借，因而辦國民捐，如强迫，則不宜，不强迫，恐難有效。今年地租稅一定要收的，從此設法，或可免借巨債。現在但就所虧實數，求其敷勇。後由劉、梁、張、徐、葉諸君討論良久，議决辦法六條……後由梁君提議推朱少屏為赴初一日大會（指滬軍都督陳其美邀集各界議决國民捐辦法大會）之代表，衆贊成，遂散。” 按：袁世凱政府欲向列强借巨額外債，列强銀行團以監督財政為條件，百般刁難，於是，黄興倡議發行國民捐（借内債）。5月7日“神州月旦”即刊出黄賓虹關於羣策羣力以渡難關之評論：“四國借款，波折層生，不得已，而有募集内債，並派員往南洋聯合華僑之舉，誠使我國週知外人監督財政之危險，羣策羣力，能收衆擎易舉之效，豈不甚善！”...,扆虹園之國民捐會,7
E1912_012,1912.05.15,廣州,,活动,5月15日《神州日報》創刊五週年紀念，撰時評並作《泰岱圖》以賀之。,“神州月旦”：“自《神州報》成立，以至於今，已歷五週歲矣。其中擴張民權，提倡人道，彰善癉惡，無藴不宣，海内士庶類能言之。近者民國始建，設施孔亟，而惟國民捐之問題為最要。愛國君子，奔走呼號，不乏熱心毅力，圖自救於危亡，一躍千丈，植萬世無窮之基，端在斯舉。本社樂觀國民之克享榮譽，長此讚揚盛業於其間，豈特記者之幸哉！”（5月15日神州日報） 自題《泰岱圖》：“萬古齊州煙九點，五更滄海日三竿。寫張養浩登泰山詩。濱虹。” 按：同日刊載同人小像，黄賓虹因不在社而未載，報端有《特別啟事》云：“尚有社員離滬者，不及同時列入。”...,神州日報 / 泰岱圖 / 神州報 / 泰岱圖 / 特別啟事,7
E1912_013,1912.05,廣州,,活动,5月，各地召開追悼黄花崗七十二烈士集會，撰評云“痛定思痛，尤期無負於諸先烈”。,...,,7
E1912_014,1912.秋,廣州,,活动,此際，蔡守介紹王秋湄造訪。並與黄少牧、李尹桑相晤。,蔡守書：“樸人社長足下：頃辱手書，具悉，交龍君帶上石印，均已得達，甚謝甚謝。星州雖未能追秦漢，然亦俗手之錚錚者，故弟與爾以爲覓治印者不易，故不遠千里而求之，彼不知吾輩之推重如此，而往往延稽經歲，殊不解人意也。晦聞與弟皆欲如滬，但恐未能如願耳。聞海上貞社已成立，每星期之雅集，討論金石書畫，何等樂耶！弟輩未得與聞，大爲憾事。粤中尚未有辦法，且金石南天貧，而粤尤爲南天之南，益覺陋絶，奈何奈何！沂水劉惺父以秦量詔版寄爲弟得兒賀，其色澤固無論，而文字亦精湛罕匹，今拓呈法鑒，以爲如何？聞高氏昆弟皆有所戀，恒尠在報社，如此安能成事乎？可惜可惜。再，論畫報事前椾，請與高氏同看爲幸。匆匆，此復，即請道安。弟守顿首。七月十八夕。” 又：“樸存先生鑒：疊上數函，未得裁復，至盼至盼。弟在星州處印石前後共四十六方，望足下代催，速其治就，准交王君衍帶回爲幸。黄少牧與李壺父云與足下相見甚歡，但此人有文無行，（尚祈）留心處之爲幸。弟守頓首。”按：括弧内因紙殘缺字，以意補之。 按：王秋湄（1884—1944），名軍演。改名世仁，字軍演、秋湄，以字行，晚號攝堂，室名北濠草堂，廣東番禺人。精章草。晚年寄居蘇州，逝於上海。集藏北周造像極富，編有《北周造像》、《章草例》。李尹桑見下文。...,北周造像 / 章草例,7
E1912_015,1912.06.08,廣州,,書信,6月8日，金石書畫共覽會在徐園開幕，出所藏金銀璽印參展。,"《金石古畫共覽會廣告》：“戰事初平，古物流出，多萃匯滬上，加以海内收藏大家賞鑒巨子，均以避地，同處一隅，際此首夏清和，正宜雅集參觀，墨緣同結。本會擇於陽曆六月八號至二十號，即陰曆四月二十三日至二十七日，開會康老脫路徐園，陳列金石書畫，與衆共賞。先三日陳列非賣品，後二日陳列寄售品。倘有海内收藏名家願將寶藏各件真蹟送會陳列者，請書明非售品與售品，先期一二日送交四馬路老巡捕房隔壁惠福里神州國光社代收，掣付收條為憑，閉會憑條取回原件是幸。入園券每張三角，售券處：神州國光社及園門首。發起人：繆小山、楊惺吾、沈子培、王雪澄、徐積餘、李梅庵、劉聚卿、宣古愚、王子展、王捍鄭、宗子戴、龐萊臣、孫問清、李平書、陳蓉曙、吳倉碩、何詩孫、陸廉夫、程定彝、張渭漁、長尾雨山、鄧秋枚同啟。” 《徐園金石書畫共覽會第二日紀事》：“昨日秋枚贈券，因復偕樸人往觀，記其尤精之品於下：△書畫類：吳籟齋君藏北周建德二年寫殘卷。周子坨君藏龔半千山水卷，姜實節山水卷，項北彰《獨樹圖》。陳渭泉君藏王圓照山水軸，王石谷《墨池風雨》軸，戴醇士山水軸。李梅庵君藏石濤山水册，石濤花果册。張玉夫君藏方環山山水軸。張潤之君藏李長蘅山水軸。王應甲君藏曾波臣寫陳眉公像。孫問清君藏王元章雙鉤竹圖。風雨樓藏元趙善長《春郊渡牛圖》，明文衡山《蘭花》軸，明沈石田細筆山水軸，宋比玉山水卷，倪鴻寶畫石軸，漸江上人山水軸，冒辟彊寄方密之山水軸，金曉珠、蔡其蘿合作花卉軸，書函扇粹。△金石類：吳籟齋君藏魯□編鐘，九品（上勿下月）鼎拓本卷。趙叔孺君藏北魏蘇易造象。虞子坨君藏六舟和尚拓程木庵藏器卷。甘翰臣君藏隋《董美人》，尉富娘元公姬墓誌。”（6月10日神州日報） 《徐園金石書畫共覽會第三日紀事》：“△金石類：鄒適廬君藏不(上:共+丸.下:女)敦蓋, 虢季子壺，王宜人甗，楚公孫班鎛，周其飛句糴，史晨觶，師衍甫尊。黄秀伯君藏唐陶人，宣德爐。何雲簠君藏漢龍氏竟(鏡)，丙午代鉤，鷺魛斗。鄧秋枚君藏秦鏡漢印。龔君藏黄金鍰餅金。黄濱虹君藏金銀各璽。△碑板類：劉竹孫君藏散盤阮釋原本。鄧秋枚君藏孫琴未硯樓圖。吳昌碩君藏張叔未諸家題虢叔鐘。鄒適廬君藏秦廣武將軍碑。△書畫類：鄧秋枚君藏名人尺牘。王雪澄君藏石濤山水册，惲南田山水册，金冬心書册。虞子坨君藏華新羅山水。李梅庵君藏丁雲鵬佛像，陳白陽《秋葵》。李君藏宋人花鳥人物立軸。（下略）”（6月12日神州日報） 按：6月10日報導中有云“昨日秋枚贈券，因復偕樸人往觀”之語，記者未署名，疑為張丹斧或胡寄塵，當時均任職《神州日報》。張丹斧（約1870—1937），名延禮，別號無爲，清末即參加滬上書畫會，好金石、骨董，喜藏古錢，精書法，熔章草與瘦金體為一爐，亦善治印。...",金石古畫共覽會廣告 / 徐園金石書畫共覽會第二日紀事 / 獨樹圖 / 墨池風雨 / 春郊渡牛圖 / 蘭花 / 董美人 / 徐園金石書畫共覽會第三日紀事 / 秋葵 / 神州日報,7
E1912_016,1912.06.30,廣州,柳亞子,位移,6月30日，由高吹萬等發起的國學商兌會成立於金山張堰，文美會倂入該會。,《太平洋報·國學商兌會章程》：“國學商兌會由高吹萬、高天梅、姚石子、蔡哲夫、葉楚傖、姚鵷雛、柳亞子、胡樸庵、李叔同、余天遂、林百舉、陳蛻盦、周人菊、文雪吟諸子發起，吹萬所撰小啟已登入本報文集集中。茲錄其暫定章程如下：一、本會以扶持國故、交换舊聞為宗旨，定名為國學商兌會。二、商兌類分四項：甲、經學（小學附）；乙、史學（政治、輿地、掌故學附）；丙、子學（理學、佛學附）；丁、文學（美術學附）。（下略）” 按：黄賓虹列國學商兌會會員題名。本年9月《國學叢選》第一集出版，國光印刷所印製。...,太平洋報·國學商兌會章程 / 國學叢選,10
E1912_017,1912.07,廣州,,聘任,7月，任上海務商中學校董。,《上海務商中學（原名漢英務商學校）招生》：“本校自上學期開學以來，學生雲集，程度大率與中學相當。本校因念吾國病貧，自非注重實利主義，無以挽此頹瀾，故殷商學以植專才，藉因世需。第規模不廣，則收效不宏，用决改為務商中學，推廣校舍，增延教員，減輕學費，忝招新生，暫按程度分甲、乙、丙、丁四班，並設預備班，以宏造就，現正請教育部立案，准八月廿八號開學，報名期至八月二十一號截止。如有願來投考者，可函達本校，索取章程。茲將簡章列左。宗旨：灌輸中西學識，養成商業人才。學科：注重商務專門學識，及漢英文字，旁及各種有關商務職藝。學級：四學年畢業，後二年悉用英文教授。資格：以曾在中學，或與中學同等學校肄業，或高等小學畢業者為合格。預備班以國文清順為合格。年齡：十五 歲以上，念五歲以下。學費：每學生每期廿元，附中膳加十五元，住宿生六十元。校址：美界海寧路天保里新民坊。試期：八月念一號至念四號。試驗科目：國文、英文、算學，預班專試國文。校董：陳英士、王一亭、莊得之、藍天蔚、周金箴、虞洽卿、陳潤夫、潘蘭史、鍾衡臧、許際唐、李懷霜、王雲五、黄樸存、胡都文。校長吳衡之啟。” 存考：吳衡之（1871—？），名權，又字秉鈞，號香山老衲，廣东香山人。據黄賓虹《中華名勝圖說序》（即《吳衡之譯某女士畫譜序》）云：“老友衡之先生，學貫天人，藝通中外，嫻習蟹行之字，覃精象數之書。遂爾曠覽九州，旁研六法，撫琴動操，儕宗炳之雅懷，揚葩飛文，屬陳思之綺采。乃索吾縣唐吉生君之母吳太夫人所繪中華名勝畫十餘幅，次第詮釋，區別源流，辨南北之宗風，李、王軌異，聯東西之學派，歐亞溝通，將使翰墨流傳，丹青炳曜。”十九世紀末，吳氏在滬掌惜餘英文學塾，注重商務英文的教育。1902年年方14歲的同鄉王雲五入該學塾夜校習英文。王雲五在其《岫廬八十自述》中有下列記述：“關於讀英文的情形，我所入的夜校校長兼惟一教員的吳先生（後來成為我的親戚長輩，而且一度成為我的屬員）也是香山縣人。據說他白天在一個英國大律師事務所當譯員，晚間開辦這所學校。校址在英租界南京路附近一家酒莊的樓上，把接連三幢的房屋拆通了，構成一間很大的講堂，同時可容學生一二百人。實際上他的學生幾乎擠滿了這個講堂。在這些學生中，以程度言，從初學英文字母的，以至讀到五六册讀本的都有；以年齡計，從十三四歲的兒童以至四五十歲的半老年無不有之。而這些形形式式（色色）與程度不齊的許多人都兼收並蓄於惟一的講堂內。學生到校可在一排排的長桌和長凳上任意選擇自己的坐位，只是接近講堂和黑板的第一排的長桌和長凳必須空着；原來是留給輪到授課的一班學生所用的。至於上課的順序，大致是程度最淺的最先，最深的最後，尚未輪到授課的學生都在自己選定的坐位上準備功課；已授課者或即離校，或仍留校自習，但須退回原選定的坐位，或另擇其他空位。”查《申报》广告，1898年2月10日开始出现“惜馀英文学塾”招生启事，其后每届春秋招生季节均有招生广告。1899年9月22日《申報》其招生廣告如次：“惜餘英文學塾：本塾向在後馬路如章東明左鄰設帳，因擴充校舍，多增額位，特遷至該路西首乾記弄內，俾有志西文者隨時可來就學。惟本塾功課分有六班，每日兩起，日由九點鐘教至四點，夜由七點至十點。所授課藝，除讀本、史記、尺牘、地志、算術而外，則以撰作、語句、論□、翻譯諸課為尤重，所以專意於此，是欲學者知其文理法，要藉可悟會各書意旨，成效較捷。或有急於從商專習西語者，即無論何項言辭均可指授。要知詳細，請來面叙。此佈。粵東吳衡之、金廣生同啟。”後馬路為現在天津路，1906年秋遷北京路清遠里。王雲五在清二十八年（1902）就讀該校，校址尚...,上海務商中學（原名漢英務商學校）招生 / 中華名勝圖說序 / 吳衡之譯某女士畫譜序 / 岫廬八十自述 / 申报 / 申報 / 上海指南 / 第一回中國年鑑,10
E1912_018,1912.春,廣州,,活动,春夏之際，《頻虹集古璽印存》五卷本輯成，贈諸同好知己。,《文藝批評·濱虹印譜》：“濱虹印譜五册，南社社友黄君樸存輯。樸存善篆刻，好收藏，人類能道之。此譜為其所藏官私印，且為君手拓，尤可寶也。記者昔與黄君同事，每寒夜如年，一燈如豆，人熟睡，君獨拓印不少輟。此册實其精神之所寄也，宜乎其可珍也。”（7月23日太平洋報） 按：記者或為胡韞玉，時為《太平洋報》主筆，在《國粹學報》時，與黄賓虹同事，這裏的記述係在黄賓虹家眷未遷居滬江，尚與胡氏同居藏書樓時的情景。印譜之《濱虹草堂藏古璽印銘並叙》即文美會中陳列者，載《南社叢刻》。...,頻虹集古璽印存 / 文藝批評·濱虹印譜 / 太平洋報 / 國粹學報 / 濱虹草堂藏古璽印銘並叙 / 南社叢刻,7
